id,Education,Field,Statistics Experience,Data vis experience,trial vis type,trial reported percent,trial true percent,trial log error
-MVRrOKMNR3ykSfAUNlB,Masters Degree,Computer Science student,Some Basic Statistics Training,Knowledgable,bar,0.3,0.2696504716129766,1.6599030267954198
-MVRrOKMNR3ykSfAUNlB,Masters Degree,Computer Science student,Some Basic Statistics Training,Knowledgable,spiral,0.6,0.6565940378958481,2.5321682654457303
-MVRrOKMNR3ykSfAUNlB,Masters Degree,Computer Science student,Some Basic Statistics Training,Knowledgable,pie,0.8,0.9721066107195864,4.115670947698756
-MVRrOKMNR3ykSfAUNlB,Masters Degree,Computer Science student,Some Basic Statistics Training,Knowledgable,bar,0.85,0.8376734816486263,0.44111355313112116
-MVRrOKMNR3ykSfAUNlB,Masters Degree,Computer Science student,Some Basic Statistics Training,Knowledgable,bar,0.3,0.22698366837441314,2.8927083183630744
-MVRrOKMNR3ykSfAUNlB,Masters Degree,Computer Science student,Some Basic Statistics Training,Knowledgable,spiral,0.7,0.9175303071932408,4.451410979300904
-MVRrOKMNR3ykSfAUNlB,Masters Degree,Computer Science student,Some Basic Statistics Training,Knowledgable,pie,0.9,0.8299669005261043,2.8335600683188993
-MVRrOKMNR3ykSfAUNlB,Masters Degree,Computer Science student,Some Basic Statistics Training,Knowledgable,pie,0.3,0.4488298072486769,3.907657974964453
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,pie,0.35,0.31395194825633016,1.8991002735594984
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,pie,0.2,0.2836687934780581,3.086083873650407
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,pie,1,0.8878768261588471,3.5030074076122233
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,bar,0.4,0.3827706347161712,0.8859152049358805
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,pie,0.33,0.3132988996020717,0.8440722836012698
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,pie,0.85,0.8071149277957024,2.1419255579525105
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,1,0.9794337463956886,1.1254033761558697
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,bar,0.45,0.4561720425454637,-0.4301118238501045
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,pie,0.5,0.4825269402591118,0.9048162208344426
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,0.2,0.36115741249664945,4.021545575489942
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,bar,0.65,0.6209883035950685,1.597492864170081
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,0.5,0.7115767575781092,4.411607639516249
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,0.35,0.45420809811014534,3.3985979785895117
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,spiral,0.5,0.5224689933841139,1.2460427843121413
-MVRs2yYIq8_GyLIhbEH,Bachelors Degree (BS),Computer Science,Some Basic Statistics Training,Knowledgable,bar,0.15,0.18953592235197578,2.02807127823499
-MVRsaQf9LmCYmrWpwEB,Bacherlors Degree (BA),Computer Science,Some Basic Statistics Training,Knowledgable,bar,.95,0.9076900830459699,2.123001203592855
